"";"p_sr";"p_mr";"p_pr"
"170";4487,61660004809;5591,72084713972;4384,90360419091
"171";4183,19827463127;4314,2684233824;4286,78093928739
"172";3959,9581693256;4168,09242121825;4251,91996618745
"173";4507,91115507588;4622,18820041307;4393,42452984588
"174";4122,31460954791;4129,06580803781;4274,06461333702
"175";4102,02005452012;4219,20266503214;4270,35442243344
"176";3838,19083915887;4138,0920596604;4246,8591297377
"177";4041,13638943675;4343,21573931037;4260,82824363882
"178";4041,13638943675;4229,93869213985;4260,82824363882
"179";4710,85670535376;4486,3635292213;4491,60759154207
"180";4345,55471485358;4566,75241017645;4332,08565897994
"181";4223,78738468685;4239,07726646555;4296,56663618512
"182";4142,6091645757;4313,026257885;4278,03998409846
"183";4162,90371960348;4055,85492453666;4282,27920324088
"184";5076,15869585395;5095,26427930833;4724,53724120005
"185";4832,62403552049;4911,62683841752;4561,47786042825
"186";4386,14382490915;4472,54775711712;4345,94380456171
"187";4284,67104977021;4435,92070687168;4313,18077139014
"188";4710,85670535376;4949,2517084325;4491,60759154207
"189";4325,26015982579;4652,79984977545;4325,53172086874
"190";4751,44581540934;4827,94293707967;4514,00561547866
"191";5989,41367210441;5907,40376300067;5577,06117838711
"192";4386,14382490915;4617,41385865812;4345,94380456171
"193";4061,43094446454;4475,1942345667;4263,73490610746
"194";4345,55471485358;4574,61637167363;4332,08565897994
"195";5806,76267685432;5714,95756303262;5379,558998926
"196";4487,61660004809;4734,67098578098;4384,90360419091
"197";4041,13638943675;3569,32787893308;4260,82824363882
"198";4426,73293496473;4606,60938945434;4360,7934327767
"199";4284,67104977021;4760,44114628791;4313,18077139014
"200";4568,79482015924;4668,90743418696;4420,42127168504
"201";4162,90371960348;4147,32045029723;4282,27920324088
"202";7511,50529918852;7037,6688039679;7580,09587517287
"203";5542,93346149307;5452,07536044864;5116,64936177204
"204";4447,02748999252;4131,61001321362;4368,58672417943
"205";4528,20571010367;4699,4044006208;4402,18533729782
"206";4406,43837993694;4520,33463081317;4353,2453490785
"207";4447,02748999252;4473,52150394626;4368,58672417943
"208";4183,19827463127;4059,49795430069;4286,78093928739
"209";4365,84926988136;4564,98107352405;4338,89013070323
"210";4183,19827463127;4271,38785049822;4286,78093928739
"211";4203,49282965906;4148,87859496827;4291,5438607611
"212";4913,80225563164;4838,32123451984;4612,44735604563
"213";4365,84926988136;4582,9534517653;4338,89013070323
"214";4102,02005452012;4261,093694505;4270,35442243344
"215";4000,54727938118;4082,27650610263;4255,82776747473
"216";4589,08937518703;4765,00992520791;4429,89373566655
"217";3939,66361429781;4078,17654580683;4250,37914731484
"218";4731,15126038155;5079,139318136;4502,69398573477
"219";4162,90371960348;3849,29853078646;4282,27920324088
"220";4183,19827463127;4115,82106740987;4286,78093928739
"221";4061,43094446454;4122,82802165125;4263,73490610746
"222";5624,11168160422;5605,55947352808;5194,58486882432
"223";3959,9581693256;3677,69024081881;4251,91996618745
"224";6517,0721028269;6258,98221154452;6209,11125165382
"225";4710,85670535376;4733,49375234397;4491,60759154207
"226";4325,26015982579;4685,8283275555;4325,53172086874
"227";5197,92602602068;5241,10888419963;4817,15115506942
"228";4852,91859054828;5069,21655833395;4573,89569577471
"229";4325,26015982579;4403,71980522567;4325,53172086874
"230";4690,56215032597;4767,07615232371;4480,74776437745
"231";4061,43094446454;6402,34664027536;4263,73490610746
"232";4102,02005452012;4190,0399777228;4270,35442243344
"233";4731,15126038155;4775,71167299217;4502,69398573477
"234";3980,25272435339;4064,94096588297;4253,73661673304
"235";4102,02005452012;4276,81807550542;4270,35442243344
"236";4548,50026513146;4634,20299619128;4411,18469506983
"237";4548,50026513146;4643,42999314904;4411,18469506983
"238";5177,63147099289;5248,76359559749;4801,22120685252
"239";4284,67104977021;4413,57127094161;4313,18077139014
"240";4223,78738468685;4266,70546058925;4296,56663618512
"241";4710,85670535376;4817,07745835224;4491,60759154207
"242";4467,3220450203;4500,10483605425;4376,62389180979
"243";4873,21314557607;4933,47952368627;4586,53077781102
"244";4000,54727938118;3845,34960308342;4255,82776747473
"245";4183,19827463127;4372,26731538767;4286,78093928739
"246";4304,965604798;4526,88633254032;4319,22964784651
"247";4284,67104977021;3905,36849348377;4313,18077139014
"248";4183,19827463127;4171,07600112568;4286,78093928739
"249";5096,45325088174;5218,4658887838;4739,47415934997
"250";4162,90371960348;4147,69008407115;4282,27920324088
"251";4081,72549949233;4180,9582090474;4266,91074286463
"252";5705,28990171538;5701,51976614174;5275,18678496536
"253";4609,38393021482;4659,14524552973;4439,60075553746
"254";3939,66361429781;4081,30782937525;4250,37914731484
"255";4081,72549949233;4229,90080691368;4266,91074286463
"256";4041,13638943675;4305,62455713825;4260,82824363882
"257";4386,14382490915;4394,35723568246;4345,94380456171
"258";4020,84183440897;4311,7916047538;4258,19208693562
"259";4507,91115507588;7376,61698412894;4393,42452984588
"260";3838,19083915887;3972,72346263672;4246,8591297377
"261";4081,72549949233;4255,22136229214;4266,91074286463
"262";3939,66361429781;4205,10724469283;4250,37914731484
"263";4792,03492546491;4768,07605781297;4537,29925571242
"264";4893,50770060385;4814,32646342906;4599,38177506029
"265";4710,85670535376;4372,91091519365;4491,60759154207
"266";4467,3220450203;4290,16535258288;4376,62389180979
"267";5400,87157629856;5368,42905086891;4986,9345806016
"268";4670,26759529819;4655,30249588633;4470,11583571778
"269";3838,19083915887;3950,61336832157;4246,8591297377
"270";4649,9730402704;4905,11511718235;4459,71313703997
"271";4244,08193971464;4345,17646220025;4301,84793408256
"272";5238,51513607625;5261,61177494646;4849,59355477451
"273";4589,08937518703;4599,92404800349;4429,89373566655
"274";4365,84926988136;4655,3133714319;4338,89013070323
"275";4081,72549949233;4326,97742516728;4266,91074286463
"276";4548,50026513146;4068,01821529556;4411,18469506983
"277";4081,72549949233;4394,11122200365;4266,91074286463
"278";3838,19083915887;3974,35676388628;4246,8591297377
"279";3959,9581693256;4165,29643912574;4251,91996618745
"280";4812,3294804927;4980,54948337894;4549,27860324852
"281";4325,26015982579;4972,55004022495;4325,53172086874
"282";4122,31460954791;4277,45474019282;4274,06461333702
"283";4365,84926988136;4444,28560292483;4338,89013070323
"284";4629,67848524261;4662,92768543439;4449,5409998209
"285";4487,61660004809;4628,02319418529;4384,90360419091
"286";4609,38393021482;4425,83938569701;4439,60075553746
"287";4142,6091645757;4256,23420175335;4278,03998409846
"288";5137,04236093731;4397,35948292414;4769,95047107446
"289";4203,49282965906;4204,71811673814;4291,5438607611
"290";4507,91115507588;4597,15536106793;4393,42452984588
"291";4792,03492546491;4913,95571239191;4537,29925571242
"292";4223,78738468685;4247,2293911456;4296,56663618512
"293";4365,84926988136;4489,60712585754;4338,89013070323
"294";4142,6091645757;4317,88394866884;4278,03998409846
"295";4102,02005452012;4259,10720177732;4270,35442243344
"296";4649,9730402704;6211,18141955677;4459,71313703997
"297";4061,43094446454;4446,51310548087;4263,73490610746
"298";4751,44581540934;4805,27362918382;4514,00561547866
"299";4426,73293496473;4416,07277836189;4360,7934327767
"300";4406,43837993694;4507,11714412065;4353,2453490785
"301";4102,02005452012;4314,77221881058;4270,35442243344
"302";4162,90371960348;4245,99236251632;4282,27920324088
"303";4284,67104977021;4403,94664826502;4313,18077139014
"304";4102,02005452012;4510,47582832972;4270,35442243344
"305";4609,38393021482;4689,41509653936;4439,60075553746
"306";4629,67848524261;4790,17309174178;4449,5409998209
"307";4731,15126038155;4792,95363425545;4502,69398573477
"308";4345,55471485358;4502,52553586455;4332,08565897994
"309";4102,02005452012;4255,84874431525;4270,35442243344
"310";4041,13638943675;4064,96754131252;4260,82824363882
"311";4122,31460954791;4398,55378312652;4274,06461333702
"312";4223,78738468685;4439,36660762258;4296,56663618512
"313";3980,25272435339;5873,63684536047;4253,73661673304
"314";4873,21314557607;4886,74107212235;4586,53077781102
"315";4609,38393021482;4848,87504902169;4439,60075553746
"316";5339,98791121519;5419,28000954392;4934,03535419824
"317";4041,13638943675;4188,75216648507;4260,82824363882
"318";4122,31460954791;4474,66972581415;4274,06461333702
"319";4629,67848524261;4370,43527581799;4449,5409998209
"320";4568,79482015924;4760,49925939471;4420,42127168504
"321";4325,26015982579;4413,3156345206;4325,53172086874
"322";4345,55471485358;4565,65136785651;4332,08565897994
"323";4203,49282965906;4057,77325770209;4291,5438607611
"324";4162,90371960348;4400,62901349326;4282,27920324088
"325";5218,22058104846;4766,16293882867;4833,27571486905
"326";4142,6091645757;4175,06227320286;4278,03998409846
"327";4649,9730402704;4693,22906830013;4459,71313703997
"328";4183,19827463127;4381,08834428185;4286,78093928739
"329";4609,38393021482;4506,49972207066;4439,60075553746
"330";4162,90371960348;3850,20704455405;4282,27920324088
"331";4000,54727938118;4147,13456255842;4255,82776747473
"332";7714,4508494664;7074,23441798444;7877,62771846543
"333";4203,49282965906;4489,70850669102;4291,5438607611
"334";4264,37649474242;4440,25981586943;4307,38642297653
"335";4162,90371960348;4326,76661105789;4282,27920324088
"336";4122,31460954791;5926,08824023296;4274,06461333702
"337";4081,72549949233;3998,52720393378;4266,91074286463
"338";4365,84926988136;4438,31078031152;4338,89013070323
"339";4142,6091645757;4225,9577670625;4278,03998409846
"340";4365,84926988136;4399,84402736543;4338,89013070323
"341";5887,94089696547;5666,95271657133;5465,84876992461
"342";4061,43094446454;4192,12119146996;4263,73490610746
"343";4081,72549949233;4305,99281980962;4266,91074286463
"344";4122,31460954791;4260,58994828719;4274,06461333702
"345";4284,67104977021;4410,3592927305;4313,18077139014
"346";4426,73293496473;4610,86144177596;4360,7934327767
"347";4061,43094446454;3790,30143602806;4263,73490610746
"348";7917,39639974428;6830,08502250844;8178,11040660121
"349";5948,82456204883;5722,82635736913;5532,13884271177
"350";4244,08193971464;4602,93115547659;4301,84793408256
"351";4589,08937518703;4544,39538546171;4429,89373566655
"352";4731,15126038155;4611,66030130224;4502,69398573477
"353";4386,14382490915;4422,56697467202;4345,94380456171
"354";4893,50770060385;4792,52627675097;4599,38177506029
"355";3980,25272435339;3504,90993172296;4253,73661673304
"356";5522,63890646528;5447,91067306993;5097,59209750576
"357";6780,90131818815;6501,83090293093;6553,99354142516
"358";4771,74037043713;4810,78691246102;4525,54114929684
"359";5177,63147099289;4982,50307013852;4801,22120685252
"360";4447,02748999252;4562,16154891514;4368,58672417943
"361";3939,66361429781;3818,02070782324;4250,37914731484
"362";5157,3369159651;5213,91518593573;4785,48720169523
"363";4061,43094446454;4420,25191967694;4263,73490610746
"364";4365,84926988136;3865,48796315992;4338,89013070323
"365";4447,02748999252;4469,37339152856;4368,58672417943
"366";4061,43094446454;3802,95772413482;4263,73490610746
"367";4954,39136568722;4994,20970992216;4639,21694331695
"368";3939,66361429781;3826,78714091963;4250,37914731484
"369";4852,91859054828;4933,8461172327;4573,89569577471
"370";4000,54727938118;4033,95311731402;4255,82776747473
"371";4629,67848524261;4607,8810083566;4449,5409998209
"372";7694,15629443861;7051,42655382115;7847,71977674956
"373";4020,84183440897;4354,75515141496;4258,19208693562
"374";4731,15126038155;4914,71225152911;4502,69398573477
"375";4771,74037043713;6712,83730630598;4525,54114929684
"376";4832,62403552049;4597,97575399562;4561,47786042825
"377";4812,3294804927;4725,46852507412;4549,27860324852
"378";4183,19827463127;4406,46090774556;4286,78093928739
"379";4751,44581540934;4863,89152052101;4514,00561547866
"380";3980,25272435339;4149,96492768602;4253,73661673304
"381";5137,04236093731;5023,06964755783;4769,95047107446
"382";4304,965604798;4204,34181716189;4319,22964784651
"383";5806,76267685432;5701,3471646799;5379,558998926
"384";5137,04236093731;5204,8343931503;4769,95047107446
"385";3939,66361429781;4111,22178247556;4250,37914731484
"386";4000,54727938118;3880,61163507006;4255,82776747473
"387";3939,66361429781;4171,47309432458;4250,37914731484
"388";5908,23545199326;5156,84230701747;5487,7978947877
"389";4244,08193971464;4447,37273464209;4301,84793408256
"390";4000,54727938118;4231,34576569903;4255,82776747473
"391";4710,85670535376;4165,89851522772;4491,60759154207
"392";4792,03492546491;4764,63909519929;4537,29925571242
"393";4142,6091645757;4249,26934405966;4278,03998409846
"394";4771,74037043713;4822,6722794447;4525,54114929684
"395";4162,90371960348;4163,46521386552;4282,27920324088
"396";4447,02748999252;4598,02273267998;4368,58672417943
"397";4304,965604798;4490,00760421516;4319,22964784651
"398";4020,84183440897;4094,68682262247;4258,19208693562
"399";4142,6091645757;4397,59003027799;4278,03998409846
"400";4812,3294804927;4780,04553778265;4549,27860324852
"401";4568,79482015924;4637,31440765959;4420,42127168504
"402";4203,49282965906;4215,25939020473;4291,5438607611
"403";10210,6811178843;9253,10727089516;11368,4130383926
"404";4183,19827463127;4253,92130927482;4286,78093928739
"405";4568,79482015924;4661,68604067811;4420,42127168504
"406";4934,09681065943;4896,84752691868;4625,72618929014
"407";3939,66361429781;4109,72803262831;4250,37914731484
"408";4061,43094446454;4362,05575926083;4263,73490610746
"409";3939,66361429781;3971,7184407628;4250,37914731484
"410";4020,84183440897;3770,30239655199;4258,19208693562
"411";4406,43837993694;4514,29877054903;4353,2453490785
"412";4162,90371960348;4243,44585097074;4282,27920324088
"413";3980,25272435339;4488,10775317534;4253,73661673304
"414";3838,19083915887;4012,6333510726;4246,8591297377
"415";4183,19827463127;4400,24255556522;4286,78093928739
"416";4284,67104977021;4580,09254567512;4313,18077139014
"417";4304,965604798;4139,22487543727;4319,22964784651
"418";5969,11911707662;5782,33677235868;5554,52800281898
"419";4264,37649474242;4428,71589036546;4307,38642297653
"420";4507,91115507588;4623,17735779012;4393,42452984588
"421";4081,72549949233;4227,96779608899;4266,91074286463
"422";4183,19827463127;4358,90672108202;4286,78093928739
"423";4122,31460954791;4247,64105206693;4274,06461333702
"424";4426,73293496473;4606,06142291464;4360,7934327767
"425";4649,9730402704;4670,10255014465;4459,71313703997
"426";4386,14382490915;4643,5496093793;4345,94380456171
"427";3980,25272435339;4010,115244614;4253,73661673304
"428";4041,13638943675;4148,76222610784;4260,82824363882
"429";5279,10424613183;5369,05003988631;4882,80374899539
"430";4244,08193971464;4324,60266957804;4301,84793408256
"431";6009,7082271322;5683,7277579797;5599,73703793928
"432";4203,49282965906;4486,8194981561;4291,5438607611
"433";4487,61660004809;4332,43672338699;4384,90360419091
"434";4244,08193971464;4210,37652520352;4301,84793408256
"435";3980,25272435339;4185,11427029119;4253,73661673304
"436";4284,67104977021;4546,14269120845;4313,18077139014
"437";3980,25272435339;3797,35739990924;4253,73661673304
"438";4223,78738468685;4122,44795522801;4296,56663618512
"439";4284,67104977021;4398,24795377511;4313,18077139014
"440";4507,91115507588;4575,03696504772;4393,42452984588
"441";4041,13638943675;4142,52467566817;4260,82824363882
"442";4710,85670535376;4838,2481129698;4491,60759154207
"443";4568,79482015924;4684,237070353;4420,42127168504
"444";4162,90371960348;4373,45850059054;4282,27920324088
"445";4122,31460954791;3677,18651162674;4274,06461333702
"446";4122,31460954791;4472,13792964793;4274,06461333702
"447";4629,67848524261;4593,91932734359;4449,5409998209
"448";4406,43837993694;4593,14814084202;4353,2453490785
"449";4264,37649474242;4237,63169995703;4307,38642297653
"450";5015,27503077058;4553,17540354842;4680,94741532221
"451";4467,3220450203;4132,38759887318;4376,62389180979
"452";4183,19827463127;4309,64884817018;4286,78093928739
"453";4000,54727938118;4176,69207360265;4255,82776747473
"454";4041,13638943675;4085,20927683453;4260,82824363882
"455";4142,6091645757;4278,35473952598;4278,03998409846
"456";4203,49282965906;4433,64534171223;4291,5438607611
"457";4386,14382490915;4503,70428457779;4345,94380456171
"458";3838,19083915887;6998,34274426249;4246,8591297377
"459";4690,56215032597;4768,41327277179;4480,74776437745
"460";8282,69839024446;7555,94329925363;8722,16530001934
"461";5319,6933561874;5260,42253006394;4916,77108591694
"462";4467,3220450203;4560,38959091497;4376,62389180979
"463";4345,55471485358;4255,1446163491;4332,08565897994
"464";4589,08937518703;4715,46721564627;4429,89373566655
"465";4264,37649474242;4416,57522540818;4307,38642297653
"466";4162,90371960348;4215,61808882632;4282,27920324088
"467";3980,25272435339;4074,43373297732;4253,73661673304
"468";5339,98791121519;5209,87053792643;4934,03535419824
"469";3980,25272435339;4264,63728998107;4253,73661673304
"470";4528,20571010367;4743,01091433199;4402,18533729782
"471";5116,74780590952;4651,30441704337;4754,61234646707
"472";4609,38393021482;4702,42977625591;4439,60075553746
"473";4467,3220450203;4437,34113224362;4376,62389180979
"474";4528,20571010367;4511,44528041603;4402,18533729782
"475";4162,90371960348;4262,02571765946;4282,27920324088
"476";4081,72549949233;4227,90515732061;4266,91074286463
"477";4934,09681065943;4892,96432828779;4625,72618929014
"478";4507,91115507588;4555,83823674332;4393,42452984588
"479";4426,73293496473;4641,42001857984;4360,7934327767
"480";4244,08193971464;4393,93401394081;4301,84793408256
"481";5157,3369159651;5075,87901482776;4785,48720169523
"482";4122,31460954791;4448,13119530262;4274,06461333702
"483";4061,43094446454;4461,63296341479;4263,73490610746
"484";4731,15126038155;4591,96447572671;4502,69398573477
"485";5624,11168160422;5398,80897403788;5194,58486882432
"486";3959,9581693256;4199,78535342004;4251,91996618745
"487";4264,37649474242;4389,68946042771;4307,38642297653
"488";3939,66361429781;4142,67479861306;4250,37914731484
"489";4832,62403552049;4623,86052630551;4561,47786042825
"490";5035,56958579837;5072,34939213098;4695,27253770927
"491";4122,31460954791;4142,19083948043;4274,06461333702
"492";4223,78738468685;4408,52647711691;4296,56663618512
"493";4609,38393021482;4750,17246785112;4439,60075553746
"494";4325,26015982579;4638,82023392925;4325,53172086874
"495";4974,68592071501;4824,79060477406;4652,91828664915
"496";3980,25272435339;4159,52633476597;4253,73661673304
"497";4000,54727938118;4104,52167752126;4255,82776747473
"498";4203,49282965906;4097,96215752469;4291,5438607611
"499";4487,61660004809;4545,95322350344;4384,90360419091
"500";4386,14382490915;4577,43305586013;4345,94380456171
"501";4061,43094446454;4314,4073109075;4263,73490610746
"502";3959,9581693256;3929,90814185566;4251,91996618745
"503";4081,72549949233;4096,3037006178;4266,91074286463
"504";4792,03492546491;4777,49970571361;4537,29925571242
"505";4020,84183440897;4162,96574566868;4258,19208693562
"506";4365,84926988136;4460,56168500882;4338,89013070323
"507";4345,55471485358;4412,98398572733;4332,08565897994
"508";4142,6091645757;4216,2189449933;4278,03998409846
"509";4223,78738468685;4302,58765293312;4296,56663618512
"510";4061,43094446454;4258,56047402755;4263,73490610746
"511";4142,6091645757;4271,01580700755;4278,03998409846
"512";5177,63147099289;5283,99353848205;4801,22120685252
"513";4771,74037043713;4673,52204242724;4525,54114929684
"514";4365,84926988136;4393,54201005245;4338,89013070323
"515";4020,84183440897;4362,67556530508;4258,19208693562
"516";4649,9730402704;4499,1291915785;4459,71313703997
"517";4365,84926988136;4538,33046013897;4338,89013070323
